"","x"
"311",91543
"312",59738
"313",65416
"314",23818
"315",36561
"316",67839
"317",90213
"318",91029
"319",93979
"320",48545
"321",27566
"322",58652
"323",5424
"324",28598
"325",88212
"326",19367
"327",67998
"328",46049
"329",12926
"330",41907
"331",89983
"332",18085
"333",50509
"334",38637
"335",17874
"336",72013
"337",12822
"338",6186
"339",50003
"340",409
"341",22932
"342",90535
"343",46853
"344",99346
"345",59324
"346",23743
"347",55663
"348",19343
"349",42867
"350",50910
"351",94165
"352",75870
"353",66484
"354",82626
"355",43550
"356",34996
"357",42796
"358",661
"359",71656
"360",10728
"361",69536
"362",66886
"363",94499
"364",18344
"365",46281
"366",41215
"367",17
"368",13750
"369",40923
"370",74426
"371",53394
"372",62902
"373",90579
"374",13331
"375",26212
"376",59181
"377",72360
"378",72144
"379",6495
"380",21889
"381",32514
"382",15310
"383",96803
"384",5254
"385",12743
"386",56057
"387",1557
"388",63736
"389",57724
"390",79955
"391",26634
"392",82392
"393",92826
"394",39471
"395",25328
"396",77843
"397",46178
"398",92698
"399",40662
"400",17204
"401",49927
"402",21298
"403",86136
"404",83351
"405",8099
"406",11757
"407",52595
"408",45545
"409",80261
"410",21070
"411",96473
"412",1286
"413",7162
"414",8892
"415",36028
"416",47387
"417",16152
"418",60477
"419",14369
"420",95275
"421",47244
"422",16556
"423",43833
"424",91255
"425",47540
"426",27618
"427",58378
"428",64964
"429",69364
"430",98622
"431",26560
"432",56972
"433",33751
"434",90023
"435",15470
"436",18662
"437",4973
"438",13649
"439",17738
"440",3973
"441",9345
"442",29337
"443",72751
"444",80620
"445",85432
"446",19841
"447",92136
"448",81785
"449",14194
"450",90144
"451",82289
"452",29532
"453",15608
"454",42253
"455",25132
"456",68456
"457",10533
"458",39112
"459",15133
"460",47455
"461",64568
"462",36019
"463",5931
"464",11433
"465",9353
"466",25994
"467",72366
"468",28538
"469",56322
"470",68562
"471",38631
"472",61111
"473",44143
"474",77034
"475",93754
"476",24839
"477",5493
"478",44588
"479",51392
"480",3953
"481",64838
"482",17017
"483",19849
"484",85325
"485",72068
"486",95745
"487",1439
"488",56202
"489",52934
"490",74675
"491",19758
"492",91848
"493",3423
"494",5572
"495",74881
"496",29976
"497",62063
"498",77934
"499",59883
"500",32887
"501",54471
"502",84073
"503",67744
"504",71554
"505",12942
"506",95108
"507",88787
"508",1030
"509",80890
"510",32735
"511",70925
"512",27644
"513",97641
"514",75094
"515",16258
"516",57292
"517",35965
"518",88083
"519",84852
"520",27466
"521",70698
"522",17440
"523",72014
"524",49432
"525",9200
"526",73297
"527",16920
"528",52208
"529",85994
"530",35427
"531",64454
"532",85012
"533",11110
"534",30215
"535",10246
"536",70550
"537",62129
"538",38987
"539",40646
"540",2671
"541",61479
"542",32254
"543",66736
"544",6453
"545",72441
"546",65252
"547",72132
"548",69932
"549",64810
"550",55444
"551",83112
"552",69292
"553",84060
"554",23046
"555",18451
"556",86856
"557",14764
"558",96444
"559",23596
"560",76791
"561",41364
"562",86316
"563",42598
"564",64561
"565",95394
"566",77506
"567",31718
"568",52180
"569",3799
"570",83604
"571",5752
"572",24103
"573",56333
"574",8590
"575",79114
"576",3348
"577",49811
"578",84563
"579",90608
"580",14793
"581",51603
"582",1886
"583",32481
"584",96582
"585",72330
"586",73634
"587",78881
"588",23939
"589",93252
"590",18225
"591",92141
"592",97271
"593",72349
"594",10639
"595",5821
"596",58198
"597",33171
"598",45736
"599",35494
"600",93300
"601",38886
"602",32475
"603",61623
"604",15560
"605",93437
"606",56656
"607",47868
"608",3626
"609",52306
"610",96402
"611",8167
"612",4630
"613",6071
"614",35481
"615",14594
"616",33594
"617",14623
"618",32424
"619",37147
"620",54261
"621",44730
"622",79631
"623",4641
"624",29094
"625",60212
"626",54262
"627",84166
"628",91611
"629",54610
"630",44781
"631",64831
"632",30377
"633",22284
"634",42227
"635",44899
"636",93292
"637",18632
"638",95425
"639",83869
"640",97936
"641",59712
"642",55852
"643",71325
"644",59258
"645",80956
"646",47236
"647",61607
"648",96195
"649",50996
"650",40761
"651",9463
"652",25763
"653",27526
"654",85238
"655",89008
"656",79663
"657",7860
"658",31224
"659",97041
"660",85658
"661",48597
"662",73862
"663",48575
"664",70612
"665",30987
"666",79341
"667",55572
"668",39883
"669",84995
"670",87343
"671",49610
"672",32644
"673",59776
"674",2659
"675",66119
"676",71215
"677",66910
"678",44662
"679",19550
"680",66641
"681",53582
"682",23430
"683",5906
"684",68257
"685",63989
"686",9881
"687",7235
"688",27432
"689",77667
"690",74715
"691",40680
"692",31643
"693",23165
"694",2500
"695",45700
"696",2519
"697",97265
"698",4745
"699",11256
"700",33692
"701",56802
"702",18213
"703",72893
"704",73181
"705",77516
"706",14658
"707",1085
"708",87326
"709",86324
"710",62661
"711",11233
"712",10771
"713",65790
"714",53606
"715",24222
"716",39037
"717",55809
"718",59692
"719",33753
"720",51575
"721",22786
"722",67703
"723",89450
"724",93256
"725",23393
"726",33120
"727",94204
"728",62515
"729",14442
"730",76756
"731",97413
"732",20885
"733",44244
"734",66895
"735",40324
"736",97505
"737",13019
"738",91846
"739",38940
"740",96475
"741",309
"742",50936
"743",17365
"744",69555
"745",97329
"746",82733
"747",21532
"748",38
"749",58590
"750",35806
"751",32855
"752",4870
"753",11398
"754",2437
"755",44470
"756",47506
"757",95860
"758",22808
"759",20297
"760",73472
"761",82162
"762",65517
"763",61699
"764",93524
"765",94134
"766",98103
"767",12365
"768",65469
"769",83434
"770",51513
"771",39709
"772",52360
"773",71718
"774",81263
"775",63260
"776",46312
"777",81362
"778",3166
"779",7748
"780",10480
"781",17605
"782",21818
"783",60900
"784",85383
"785",54076
"786",74145
"787",27320
"788",34199
"789",92524
"790",678
"791",62097
"792",66077
"793",36831
"794",92455
"795",4162
"796",46476
"797",31492
"798",74543
"799",16507
"800",26809
"801",20876
"802",46959
"803",79142
"804",63601
"805",3992
"806",91639
"807",45898
"808",20562
"809",54275
"810",41443
"811",30825
"812",25175
"813",43541
"814",78564
"815",55459
"816",99092
"817",27452
"818",82535
"819",7033
"820",11036
"821",70262
"822",52823
"823",27007
"824",65445
"825",21286
"826",33315
"827",44997
"828",67021
"829",25922
"830",34213
"831",57114
"832",27482
"833",73491
"834",25990
"835",16824
"836",21971
"837",17036
"838",34765
"839",78339
"840",91783
"841",12896
"842",84551
"843",87841
"844",89359
"845",30552
"846",63323
"847",37743
"848",95486
"849",48453
"850",33310
"851",59477
"852",80125
"853",82339
"854",75718
"855",38034
"856",87190
"857",37951
"858",32336
"859",82178
"860",81582
"861",54967
"862",68360
"863",83525
"864",2369
"865",11099
"866",70270
"867",42209
"868",42202
"869",29959
"870",99463
"871",49796
"872",51471
"873",98652
"874",76765
"875",4172
"876",30000
"877",6530
"878",92563
"879",69575
"880",2059
"881",45809
"882",12986
"883",21890
"884",55491
"885",34478
"886",74754
"887",29940
"888",4269
"889",80166
"890",57894
"891",83025
"892",3699
"893",88089
"894",62816
"895",31081
"896",25697
"897",70643
"898",94015
"899",45837
"900",58768
"901",69891
"902",132
"903",13456
"904",39071
"905",33817
"906",88176
"907",96639
"908",92842
"909",72259
"910",75095
"911",87530
"912",89354
"913",98033
"914",5733
"915",92186
"916",87541
"917",51901
"918",69968
"919",25344
"920",96962
"921",1997
"922",74623
"923",70238
"924",17047
"925",72278
"926",55302
"927",11724
"928",88891
"929",54951
"930",47343
"931",19050
"932",46824
"933",11858
"934",65731
"935",45755
"936",17260
"937",68566
"938",30077
"939",99351
"940",53576
"941",91960
"942",3608
"943",6652
"944",87091
"945",77014
"946",91379
"947",1654
"948",81000
"949",49615
"950",76200
"951",67286
"952",41946
"953",9640
"954",4879
"955",41308
"956",90506
"957",70071
"958",97690
"959",16938
"960",38325
"961",66193
"962",22569
"963",52096
"964",16949
"965",15867
"966",73599
"967",32927
"968",27728
"969",30361
"970",43991
"971",65892
"972",29230
"973",12757
"974",3944
"975",82445
"976",26468
"977",58944
"978",48558
"979",26393
"980",56582
"981",41563
"982",63278
"983",79229
"984",31273
"985",98986
"986",74921
"987",81733
"988",88020
"989",72756
"990",59915
"991",37243
"992",20670
"993",17410
"994",16606
"995",78348
"996",12556
"997",50795
"998",15434
"999",18346
"1000",32321
"1001",92855
"1002",21082
"1003",18415
"1004",57604
"1005",97544
"1006",10518
"1007",33816
"1008",73971
"1009",15855
"1010",57680
"1011",43047
"1012",34791
"1013",94556
"1014",76158
"1015",94725
"1016",46514
"1017",88216
"1018",95229
"1019",13522
"1020",84698
"1021",73506
"1022",72203
"1023",30502
"1024",63856
"1025",68665
"1026",79851
"1027",49698
"1028",51256
"1029",38947
"1030",65282
"1031",36983
"1032",56553
"1033",58749
"1034",26057
"1035",94780
"1036",50414
"1037",2213
"1038",97649
"1039",22229
"1040",82518
"1041",82517
"1042",86442
"1043",3437
"1044",84239
"1045",71489
"1046",55167
"1047",3422
"1048",31242
"1049",9894
"1050",40822
"1051",73907
"1052",7216
"1053",78260
"1054",43876
"1055",26009
"1056",28457
"1057",17013
"1058",52385
"1059",80583
"1060",24352
"1061",66596
"1062",92531
"1063",96772
"1064",93008
"1065",30983
"1066",96067
"1067",99800
"1068",67236
"1069",75966
"1070",68119
"1071",43632
"1072",90473
"1073",80008
"1074",39649
"1075",55104
"1076",39610
"1077",1471
"1078",47433
"1079",69531
"1080",24889
"1081",45308
"1082",88535
"1083",18849
"1084",89858
"1085",53574
"1086",6045
"1087",43443
"1088",88399
"1089",29634
"1090",28801
"1091",29426
"1092",9548
"1093",8997
"1094",85899
"1095",82080
"1096",16584
"1097",69896
"1098",58387
"1099",19512
"1100",5955
"1101",52945
"1102",85348
"1103",37620
"1104",55480
"1105",16326
"1106",4275
"1107",15605
"1108",56038
"1109",48267
"1110",33204
"1111",22758
"1112",52583
"1113",41276
"1114",57855
"1115",50428
"1116",96749
"1117",58681
"1118",40868
"1119",8966
"1120",37340
"1121",87592
"1122",16319
"1123",66422
"1124",19217
"1125",51593
"1126",71605
"1127",77909
"1128",54154
"1129",2447
"1130",43665
"1131",22542
"1132",17448
"1133",77251
"1134",94487
"1135",87182
"1136",78796
"1137",91333
"1138",2987
"1139",69727
"1140",24579
"1141",61442
"1142",21287
"1143",74069
"1144",43708
"1145",49186
"1146",54169
"1147",39954
"1148",28469
"1149",96418
"1150",19613
"1151",93753
"1152",89591
"1153",65240
"1154",43434
"1155",50851
"1156",6650
"1157",59544
"1158",79044
"1159",17523
"1160",88946
"1161",16096
"1162",98258
"1163",68484
"1164",75105
"1165",9720
"1166",72753
"1167",47471
"1168",19831
"1169",97396
"1170",371
"1171",54254
"1172",92481
"1173",80683
"1174",12663
"1175",58792
"1176",51399
"1177",1467
"1178",76600
"1179",13030
"1180",56035
"1181",8021
"1182",98683
"1183",85306
"1184",65967
"1185",31512
"1186",79697
"1187",35695
"1188",6812
"1189",52852
"1190",53083
"1191",7608
"1192",7819
"1193",68293
"1194",54156
"1195",46680
"1196",19352
"1197",84822
"1198",73144
"1199",15350
"1200",64506
"1201",45641
"1202",63814
"1203",78499
"1204",98714
"1205",55045
"1206",51264
"1207",61329
"1208",33480
"1209",22560
"1210",77992
"1211",30506
"1212",71573
"1213",77067
"1214",77810
"1215",74773
"1216",95811
"1217",72896
"1218",27433
"1219",4773
"1220",57248
"1221",10663
"1222",53294
"1223",67357
"1224",94318
"1225",89107
"1226",79496
"1227",24821
"1228",26511
"1229",43692
"1230",37411
"1231",88792
"1232",87531
"1233",52885
"1234",55118
"1235",41930
"1236",3931
"1237",66150
"1238",54446
"1239",43578
"1240",64051
"1241",21087
"1242",84950
"1243",13720
"1244",60604
"1245",93390
"1246",3617
"1247",83857
"1248",53738
"1249",1712
"1250",54041
"1251",47249
"1252",74614
"1253",27533
"1254",91823
"1255",27858
"1256",98717
"1257",56135
"1258",66712
"1259",24078
"1260",96891
"1261",22766
"1262",95219
"1263",65299
"1264",54956
"1265",25779
"1266",45799
"1267",58747
"1268",95118
"1269",5277
"1270",7662
"1271",2011
"1272",30350
"1273",70671
"1274",20291
"1275",81298
"1276",50964
"1277",26071
"1278",85572
"1279",49364
"1280",68891
"1281",77022
"1282",69924
"1283",34178
"1284",81172
"1285",35694
"1286",46025
"1287",85045
"1288",95189
"1289",63452
"1290",86688
"1291",22066
"1292",73584
"1293",14619
"1294",43505
"1295",23907
"1296",50597
"1297",90095
"1298",76948
"1299",55650
"1300",16354
"1301",38471
"1302",43873
"1303",20635
"1304",49832
"1305",28050
"1306",49106
"1307",61091
"1308",69824
"1309",12144
"1310",92608
"1311",92883
"1312",83874
"1313",55336
"1314",13123
"1315",58205
"1316",5453
"1317",49556
"1318",25828
"1319",93344
"1320",8391
"1321",23561
"1322",38022
"1323",81110
"1324",63143
"1325",49372
"1326",63504
"1327",58618
"1328",15347
"1329",54035
"1330",86314
"1331",94064
"1332",4424
"1333",20411
"1334",22715
"1335",60406
"1336",38258
"1337",75435
"1338",66600
"1339",10531
"1340",5900
"1341",42699
"1342",18143
"1343",52476
"1344",64851
"1345",32545
"1346",15683
"1347",26642
"1348",44537
"1349",11496
"1350",61570
"1351",44717
"1352",27183
"1353",62992
"1354",56780
"1355",60438
"1356",76433
"1357",47549
"1358",8175
"1359",5459
"1360",27034
"1361",43609
"1362",73210
"1363",93988
"1364",94844
"1365",52881
"1366",49855
"1367",53664
"1368",87762
"1369",22668
"1370",9123
"1371",47856
"1372",90264
"1373",63748
"1374",94771
"1375",24522
"1376",19054
"1377",874
"1378",73235
"1379",99290
"1380",57483
"1381",45372
"1382",35882
"1383",69777
"1384",57914
"1385",111
"1386",56039
"1387",61580
"1388",3403
"1389",76544
"1390",84749
"1391",74453
"1392",99137
"1393",81874
"1394",50816
"1395",77423
"1396",77487
"1397",11254
"1398",93239
"1399",24127
"1400",71346
"1401",73070
"1402",63362
"1403",72456
"1404",37020
"1405",17544
"1406",82866
"1407",19684
"1408",97042
"1409",42028
"1410",37394
"1411",61993
"1412",17163
"1413",20175
"1414",74584
"1415",69019
"1416",29908
"1417",16477
"1418",9899
"1419",25407
"1420",28240
"1421",8555
"1422",61094
"1423",8655
"1424",79806
"1425",90531
"1426",30029
"1427",80646
"1428",23093
"1429",14948
"1430",41406
"1431",19451
"1432",75010
"1433",10579
"1434",33785
"1435",30228
"1436",41438
"1437",4121
"1438",51164
"1439",36346
"1440",24816
"1441",97154
"1442",65347
"1443",9808
"1444",78318
"1445",44543
"1446",50312
"1447",27550
"1448",26351
"1449",65186
"1450",20888
"1451",10222
"1452",76227
"1453",12947
"1454",18918
"1455",54517
"1456",2842
"1457",97750
"1458",85660
"1459",71874
"1460",71671
"1461",85003
"1462",71988
"1463",33811
"1464",15884
"1465",68134
"1466",8651
"1467",13415
"1468",21336
"1469",12571
"1470",95794
"1471",24040
"1472",85770
"1473",52998
"1474",3863
"1475",81599
"1476",92080
"1477",95822
"1478",90970
"1479",18257
"1480",95500
"1481",45789
"1482",28282
"1483",37757
"1484",99076
"1485",80449
"1486",8357
"1487",58456
"1488",84323
"1489",58988
"1490",92776
"1491",94325
"1492",47850
"1493",33106
"1494",2780
"1495",50237
"1496",82935
"1497",79129
"1498",33609
"1499",7455
"1500",76636
"1501",18962
"1502",22535
"1503",89241
"1504",27219
"1505",4580
"1506",74806
"1507",24777
"1508",49
"1509",34754
"1510",17475
"1511",41179
"1512",73245
"1513",69642
"1514",19049
"1515",71497
"1516",10936
"1517",86491
"1518",11796
"1519",230
"1520",5123
"1521",94465
"1522",79163
"1523",65962
"1524",62830
"1525",8768
"1526",41585
"1527",89703
"1528",12455
"1529",99194
"1530",99404
"1531",24668
"1532",65679
"1533",63078
"1534",64418
"1535",50491
"1536",42929
"1537",82816
"1538",53815
"1539",42307
"1540",2251
"1541",25758
"1542",4403
"1543",5414
"1544",79042
"1545",61710
"1546",32439
"1547",7399
"1548",73059
"1549",54553
"1550",61281
"1551",39254
"1552",71448
"1553",36631
"1554",73779
"1555",71355
"1556",86333
"1557",15448
"1558",66131
"1559",68751
"1560",25981
"1561",90231
"1562",67169
"1563",31241
"1564",31439
"1565",44559
"1566",98154
"1567",49163
"1568",22346
"1569",48735
"1570",9556
"1571",35279
"1572",65729
"1573",24404
"1574",2396
"1575",24735
"1576",9761
"1577",16551
"1578",98988
"1579",95465
"1580",82661
"1581",35577
"1582",4632
"1583",41896
"1584",43849
"1585",21573
"1586",85740
"1587",26838
"1588",3368
"1589",73272
"1590",73124
"1591",51390
"1592",30153
"1593",30393
"1594",86512
"1595",62108
"1596",58779
"1597",71689
"1598",57858
"1599",43240
"1600",14351
"1601",25005
"1602",32242
"1603",67042
"1604",51609
"1605",92478
"1606",65585
"1607",38190
"1608",8664
"1609",36793
"1610",68081
"1611",22547
"1612",2722
"1613",70081
"1614",55703
"1615",16988
"1616",55248
"1617",33698
"1618",53809
"1619",1898
"1620",16492
"1621",45947
"1622",9565
"1623",6087
"1624",22712
"1625",49662
"1626",46088
"1627",32327
"1628",21522
"1629",446
"1630",54689
"1631",26989
"1632",31470
"1633",71611
"1634",35269
"1635",13550
"1636",52423
"1637",11380
"1638",42748
"1639",56699
"1640",55059
"1641",86752
"1642",99687
"1643",39725
"1644",89898
"1645",55818
"1646",75814
"1647",23896
"1648",7552
"1649",26512
"1650",16603
"1651",58940
"1652",31928
"1653",74203
"1654",38445
"1655",64498
"1656",41195
"1657",32565
"1658",96189
"1659",73526
"1660",82194
"1661",25049
"1662",26485
"1663",26543
"1664",71299
"1665",54341
"1666",54372
"1667",89236
"1668",41906
"1669",48464
"1670",56579
"1671",18968
"1672",86228
"1673",25796
"1674",13497
"1675",83521
"1676",74222
"1677",30246
"1678",45064
"1679",74980
"1680",53231
"1681",59227
"1682",42995
"1683",49333
"1684",92771
"1685",64318
"1686",86971
"1687",59605
"1688",23176
"1689",38652
"1690",38166
"1691",61050
"1692",71326
"1693",27614
"1694",31502
"1695",34241
"1696",48973
"1697",39483
"1698",53020
"1699",923
"1700",2433
"1701",90673
"1702",52312
"1703",51802
"1704",19042
"1705",40477
"1706",95946
"1707",54966
"1708",97923
"1709",89173
"1710",27625
"1711",32068
"1712",44830
"1713",18529
"1714",51694
"1715",95013
"1716",73136
"1717",49253
"1718",79963
"1719",6887
"1720",67005
"1721",4817
"1722",93035
"1723",39000
"1724",71784
"1725",80754
"1726",16738
"1727",28144
"1728",15080
"1729",90987
"1730",66920
"1731",96679
"1732",97916
"1733",17846
"1734",65434
"1735",95554
"1736",25599
"1737",46902
"1738",30927
"1739",10886
"1740",63029
"1741",26711
"1742",4946
"1743",27172
"1744",39900
"1745",1881
"1746",31335
"1747",2559
"1748",52260
"1749",20072
"1750",57633
"1751",48195
"1752",57775
"1753",50761
"1754",52205
"1755",3405
"1756",10121
"1757",80486
"1758",35055
"1759",80115
"1760",84137
"1761",3173
"1762",76684
"1763",81967
"1764",13159
"1765",11968
"1766",70291
"1767",67008
"1768",42124
"1769",3727
"1770",77501
"1771",56079
"1772",86424
"1773",44154
"1774",65322
"1775",90879
"1776",64129
"1777",13276
"1778",16471
"1779",42516
"1780",31945
"1781",99538
"1782",71055
"1783",69464
"1784",95362
"1785",43630
"1786",16103
"1787",39514
"1788",75033
"1789",36033
"1790",2555
"1791",51944
"1792",15714
"1793",54389
"1794",28565
"1795",99327
"1796",34858
"1797",6899
"1798",76842
"1799",74880
"1800",40398
"1801",55165
"1802",97501
"1803",9271
"1804",63310
"1805",42835
"1806",65687
"1807",93604
"1808",37100
"1809",69040
"1810",45567
"1811",30672
"1812",94113
"1813",12657
"1814",31884
"1815",56477
"1816",98542
"1817",42133
"1818",15092
"1819",47688
"1820",24524
"1821",17701
"1822",19281
"1823",94654
"1824",30890
"1825",9606
"1826",15844
"1827",57465
"1828",89608
"1829",8032
"1830",59904
"1831",48659
"1832",31141
"1833",55774
"1834",42745
"1835",21918
"1836",7401
"1837",48670
"1838",38351
"1839",77368
"1840",28908
"1841",14152
"1842",7016
"1843",60200
"1844",47490
"1845",63042
"1846",19443
"1847",78998
"1848",15958
"1849",59112
"1850",25658
"1851",26881
"1852",25443
"1853",53668
"1854",75437
"1855",57133
"1856",47408
"1857",54189
"1858",58423
"1859",38654
"1860",37571
"1861",76912
"1862",95981
"1863",85150
"1864",68508
"1865",98999
"1866",50047
"1867",17174
"1868",21391
"1869",33994
"1870",13979
"1871",38172
"1872",9279
"1873",44796
"1874",38905
"1875",46686
"1876",71084
"1877",82332
"1878",52324
"1879",27801
"1880",97978
"1881",41145
"1882",54916
"1883",54600
"1884",54405
"1885",21132
"1886",61587
"1887",89422
"1888",44340
"1889",81261
"1890",12068
"1891",5790
"1892",63080
"1893",34445
"1894",61366
"1895",30067
"1896",59512
"1897",17242
"1898",96769
"1899",95048
"1900",28115
"1901",91731
"1902",9738
"1903",31201
"1904",6762
"1905",49212
"1906",4156
"1907",30001
"1908",23722
"1909",73890
"1910",31032
"1911",38264
"1912",25170
"1913",13890
"1914",4183
"1915",87378
"1916",35238
"1917",10707
"1918",90522
"1919",47890
"1920",7509
"1921",69065
"1922",78125
"1923",28844
"1924",10808
"1925",78402
"1926",45002
"1927",43309
"1928",40642
"1929",75673
"1930",6918
"1931",96543
"1932",81647
"1933",99681
"1934",75495
"1935",24934
"1936",82715
"1937",17757
"1938",96847
"1939",1914
"1940",81909
"1941",46543
"1942",21315
"1943",70343
"1944",92444
"1945",85093
"1946",61593
"1947",51526
"1948",77208
"1949",68160
"1950",42538
"1951",42053
"1952",49276
"1953",26939
"1954",83271
"1955",75986
"1956",66747
"1957",10105
"1958",64229
"1959",73477
"1960",80723
"1961",31725
"1962",82086
"1963",94210
"1964",70870
"1965",95748
"1966",72351
"1967",47542
"1968",56380
"1969",19565
"1970",57927
"1971",60545
"1972",90769
"1973",37213
"1974",35867
"1975",15461
"1976",67219
"1977",40845
"1978",74286
"1979",35332
"1980",78604
"1981",6733
"1982",43403
"1983",70726
"1984",77145
"1985",32636
"1986",75685
"1987",97587
"1988",43348
"1989",42558
"1990",12345
"1991",60951
"1992",9206
"1993",12209
"1994",9955
"1995",26695
"1996",61690
"1997",63557
"1998",11631
"1999",218
"2000",70243
"2001",27108
"2002",79154
"2003",53891
"2004",73231
"2005",77752
"2006",28661
"2007",78533
"2008",36517
"2009",47092
"2010",29019
"2011",61438
"2012",57593
"2013",41031
"2014",40654
"2015",6923
"2016",31516
"2017",53771
"2018",69333
"2019",46903
"2020",34896
"2021",12667
"2022",59331
"2023",21992
"2024",391
"2025",84542
"2026",40976
"2027",17270
"2028",45649
"2029",88449
"2030",35021
"2031",71441
"2032",93485
"2033",34364
"2034",31298
"2035",36099
"2036",19885
"2037",12755
"2038",33667
"2039",36717
"2040",13500
"2041",54379
"2042",90632
"2043",79194
"2044",81034
"2045",6595
"2046",97426
"2047",61257
"2048",25293
"2049",71417
"2050",76931
"2051",35755
"2052",13993
"2053",26020
"2054",83051
"2055",76195
"2056",29366
"2057",46541
"2058",17398
"2059",75236
"2060",98784
"2061",74020
"2062",13184
"2063",18912
"2064",104
"2065",81813
"2066",68607
"2067",49637
"2068",85983
"2069",8810
"2070",47669
"2071",49917
"2072",9071
"2073",68699
"2074",97208
"2075",41624
"2076",77476
"2077",45147
"2078",50545
"2079",78009
"2080",32097
"2081",33051
"2082",34747
"2083",49053
"2084",14984
"2085",1321
"2086",63423
"2087",46830
"2088",49047
"2089",98377
"2090",78928
"2091",2878
"2092",57523
"2093",63891
"2094",39681
"2095",63845
"2096",9889
"2097",42777
"2098",59229
"2099",62932
"2100",5792
"2101",35485
"2102",71231
"2103",81821
"2104",33385
"2105",64140
"2106",97326
"2107",2776
"2108",15610
"2109",41809
"2110",65559
"2111",80551
"2112",26070
"2113",31376
"2114",10397
"2115",17607
"2116",14161
"2117",59240
"2118",30047
"2119",12150
"2120",65579
"2121",81554
"2122",69064
"2123",59656
"2124",94719
"2125",42993
"2126",30809
"2127",16883
"2128",4750
"2129",92511
"2130",73539
"2131",81630
"2132",23858
"2133",43771
"2134",92865
"2135",31556
"2136",16145
"2137",58878
"2138",5856
"2139",59718
"2140",56009
"2141",98322
"2142",70065
"2143",81897
"2144",16826
